id,comment,offensive_label,link_post,rationales_annotator1,rationales_annotator2
5469,"Qualquer coisa que alguém da direita disser será desvirtuado para ser usado pela esquerda pra atacar. Ele citou um exemplo histórico que nós não queremos de volta mas pra isso o Brasil tem que se preparar, coisa que não fez na década de 60.🇧🇷",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5470,Também acho. Esse cara fala demais. Os filhos do bolsonaro acabam enfraquecendo o governo. Sempre disse issso desde o começo,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5471,"O que fortalece mesmo à esquerda é: pessoas consideradas braço direito do Presidente, fazer o que fazem. Isso sim da pano para manga. O resto é desvio de assunto: Delação Palloci denúncia de pagamento de R$ 500.000,00....",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5472,"Eu também acho que os filhos do nosso presidente não ajudam nenhum um pouco, mas continuo firme com nosso presidente, tenho orgulho dele",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5473,Exatamente!! Não acrescenta nada!!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5474,"Parabéns Janaína .puxa vida .fala para o filho do presidente,! Não ficar nós bandidos",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5475,Joice estou em conflito. Estou te desconhecendo.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5476,"Cabe ao pai encerrar esse assunto, mas parece que ele gosta",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5477,Ae é uma verdade!!!!!!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5478,Seu medo é que ele te atrapalhe em Sp?? Para mim está muito claro isso!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5479,Concordo plenamente com a Janaína Paschoal. A varias formas de dizer a mesma coisa. Ex. Criação de uma agência de inteligência voltada ao combate a corrupção nas instituições sejam públicas ou privadas.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5480,Acho que vc se esqueceu do que publicou no seu Twitter do dia 26/03/2019 né não @joicehasselmannoficial ??,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5481,"Também acho, esse tipo de argumento so alavanca a idéia de perseguidos, o que não é verdade. O presidente (familia) diminuir esse tipo de comentário e continuar focando no que esta sendo feito.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5482,Tem que pensar melhor antes de falar!!! Porque a esquerda pode falar o que quer ninguém diz nada (imprensa) Quando e do lado do Presidente ...qualquer coisa vira manchete! Então tem que ter muito cuidado mesmo!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5483,Cuidado porque óleo e água não se mistura... quem ficar em cima do muro só vai assistir...,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5484,Muito sensata Janaina Paschoal concordo plenamente eles da falas de der argumentos ai fica difícil...,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5485,Janaína votei em você pra que você ajudasse o governo.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5486,"Na minha opinião, o nosso Presidente, Jair Bolsonaro, tem que deixar de ser paizão e ser mais Presidente. Tem que fechar a boca dos filhos, que o estão prejudicando.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5487,@joicehasselmannoficial cuida da sua imagem pare de dar manchetes para a esquerda ajude o nosso Presidente e pare porque sua Boca fala do que seu coração está cheio porque você não esquece o filho do Presidente e cuida de fazer a sua política e mostra para o povo o que o nosso Presidente 🇧🇷 está fazendo de bom.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5488,@joicehasselmannoficial pare de prejudicar o 🇧🇷 com suas brigas pessoais com o filho do Presidente cuide da sua política,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5489,"Tá feio mesmo, e eu era sua fã. Lhe admirava muito. E agora?",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5490,Sempre muito inteligentes as analogias de janaina,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5491,Afinal das contas de que lado a senhora Janaína Pascoal está?,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5492,"A maior oposição ao governo, infelizmente, vem de dentro: são Moe, Larry e Shemp.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5493,Não foi nada disso. Querem botar fogo no Brasil e temos que ter reação.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5494,Ainda dá tempo de pedir desculpas e voltar para a direção certa.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5495,"Agora eu vou concordar com vc, os filhos estão atrapalhando a gestão do Pai. Infelizmente",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5496,Vc já esqueceu da luta contra a corrupção foi senhora?,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5497,"E o que você tá fazendo não fortalece, né,",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5498,Essa mulher é porreta,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5499,"Cara brasileiro é fodah mesmo, a família Bolsonaro tem que se blindar ! Em provérbios diz que Deus abomina quem causa dissensão entre irmãos zzzz eu brigo com minha mãe e depois estamos sussa , não é diferente com eles , caraca quanta cobrança !!!!! Bolsonaro sabe como cuidar do próprio filho não acham?? Aff",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5500,"Discordo, se ele se calar por causa da esquerda, ele estará se submetendo à censura dela!! Ele deve continuar.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5501,Vc poderia ser mais sensata ... E não alimentar ainda mais as coisas... afinal de que lado vc esta ...,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5502,"Vdd, mas ele tem razão AI-5 é o maior medo de mts",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5503,"Ele já se desculpou, não precisamos de pessoas pra dividir, criticar e fazer guerrinha, temos que nos unir pelo nosso país, antes que se transforme em uma guerra de verdade.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5504,So vcs acham isto!! O povo Ta nem ai p esquerda!! Acordem,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5505,"A esquerda esta cada vez mais odiada e os politicos, EM GERAL, cada vez mais desequilibrados",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5506,A grande falha do Bolsonario é não colocar freios nos filhos. Eles azedam o governo do pai,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5507,Vixi... ta nisso ainda??? Bora gente... é preciso girar a engrenagem... muita gente querendo e precisando trabalhar....,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5508,É tudo que a esquerda quer. Só eles são favorecidos com tudo isso,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5509,"Acho que ele cria problemas ao Bolsonaro sim. O cenário político mostra que não há concorrente à Presidência em 2022 melhor que o Jair... por enquanto. Combater a imoralidade, o banditismo e a desonestidade já o qualifica a mais um mandato.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5510,"Penso que não adianta discutir contra opositores, e sim atitudes",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5511,Vc tbm tem ajudado.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5512,Não existe segurança juridica no pais a muito tempo,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5513,"Joice Hasselman , Janaína Pascoal....Vcs são da esquerda e nunca foi de direita! Dr. Janaína: quando vc protocolou o impeachment da Dilma, eu já sabia que era tudo programado pelo PT, e vc simplesmente estava juntamente com a esquerda desde sempre. A saída da Dilma da Presidência da República foi uma jogada do próprio PT: Causaram a saída da Dilma Propositalmente para colocar Michel Temer que é de outro partido (MDB) para assumir a Presidência para levar a culpa das desgraça do PT achando que o povo era burro e que iria cair nas mentiras de vcs.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5514,"Inclusive eu vivi o AI-5 de 1964, e digo que não vi nenhum exagero por parte das FFAA com os brasileiros trabalhadores. Se houve reclamação e houve, foram dos baderneiros.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5515,"Vcs não está ajudando em nada, fazendo suas Criticas ao governo e postando em redes sociais. Se vcs quer resolver as coisas da melhor forma, faça tido em OFF, assim não expõe o partido",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5516,Já cansei de explicar.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5517,"Deixa o pai governa, fala de mais.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5518,"Os filhos do Bolsonaro tem que ter mais cuidado com o que falam, ainda mais nesse momento.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5519,"Falar menos, agir mais",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5520,Será que a Janaína está tão sensata assim! Eu tô achando que ela tá bem em cima do muro!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5521,Deixem seu pai trabalhar em paz 🙌,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5522,"Dra Janaína sou seu fã, é verdade ou ilação o comentário do filho do Presidente, se vocês não falam e nem alertam? Alguém tem que ter coragem para falar o óbvio.😎",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5523,"É verdade, porém existe um exagero, e eles não estão errados no que falam, o problema é que eles são os filhos do presidente, tem que evitar falar.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5524,A ESQUERDA BRASILEIRA ESTÁ MORRTTAAAA,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5525,Eu acho que tem que fortalecer até aonde o defunto tem força!!!!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5526,Duas tarifas. Abram os olhos e vigiem elas de mais perto.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5527,"E você também...se esquerda voltar serás perseguida . Era momento de unir forças, mas é muito ego correndo nas veias de quem chega no poder. Assim fica difícil...",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5528,"Esses filhos foram criados dessa maneira, falando o que pensam. Esquecem que estão no comando de uma grande nação. Precisam todos eles pensar melhor antes de falar.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5529,Pena q vc não faz o mesmo,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5530,Vamos nos unir para continuar vencendo🙌🙌🙌,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5531,As falas dizem o que realmente querem dizer.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5532,"Cidadão de bem agradece, elegemos @jairmessiasbolsonaro para colocar ordem no país e não ficar mais com esse mimi... Cidadão de bem será o beneficiado!!",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5533,Vc adora por fogo na fogueira heim Joice,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5534,Descobriu a pólvora!!!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5535,O cara falou como se age nessas situações...,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5536,Em uma possível situação dessas (que foi o que ele falo!) Voce deve achar que tem que agir com o exercito com flores🌹 ne Joice? 👎👎👎,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5537,Não conheces amor filial???,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5538,"Óbvio, tem se falado muito em rede social, quem tem mais medo parece ser os políticos.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5539,"Pode até ser, mas o Brasil precisa disso, o Brasil precisa de uma guerra, pra voltarmos as origens, sentimentos e a nos respeitar como pessoas e naçao",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5540,So tem petistas aqui agora kkk,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5541,Concordo plenamente com a Janaina 👏👏👏👏👏,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5542,"Na verdade , acredito que isso foi jogada dele , para que os inimigos dessem as caras. E já começou a aparecer...",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5543,Concordo com a Dra Janaína,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5544,Concordo plenamente os filhos do Presidente deveriam ser mais inteligente. Será que não percebe que com isto só atrapalham o pai e é isto que os inimigos querem,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5545,Prezado meu pai dizia “ das palavras q falo sou escravo das que penso sou rei “! Por favor escreva 2000000 vezes pra nunca mais esquecer e não prejudicar mais o nosso Presidente em quem confiamos !,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5546,"Ao contrario, estes meninos são verdadeiras jóias!",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5547,"Apoiado. Deus deu dois olhos, dois ouvidos e somente uma boca. Os filhos Se Acham e complicam o presidente. Cala-te !",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5548,Ou essa estrategia é refetente a teoria da conspiracao ou esses filhos podem afundar o trabalho de enfrentamento a essa esquerda danosa que o Presidente esta fazendo,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5549,Ele não mentiu... Só tem coragem de falar o que bandido de colarinho branco tem medo... Querem calar o rapaz pq ele nos ajuda a pensar que há muitas alternativas pra combater bandidos e gente sem vergonha e corrupta. E pq não pensar? ou falar sobre É crime? Falar sobre algo que aconteceu?,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5550,A Joice já falou em vídeo sobre intervenção ta falando ok agora.essa .,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5551,Preocupado com essa fala.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5552,Perfeito sua fala Dr Janaína...ele tem que se tocar e para de colocar o pai dele em situação difícil.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5553,"Principalmente, a senhora deputada, se aproveitando para queimar seu líder... Mas humildade!",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5554,"Ele é livre pra expressar por suas falas o que pensa, garantido pela constituição.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5555,Verdade! Quanta ingenuidade.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5556,"Um Reino divido não subsiste! então, tá na hora do capitão unir o que o filho tá dividindo...",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5557,Sinto muito mas tenho medo q ele atrapalhe demais o pai dele. Fala muito.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5558,E aí os corruptos pegam carona não é?,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5559,Aquele que pode fazer o bem e não faz já pecou,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5560,Beleza Foicehasselmann,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5561,Eu votei no Bolsonaro .não em seus filhos,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5562,Os filhos do Presidente só criam problemas .... corta a mesada deles ....,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5563,"Os filhos atrapalham o pai no trabalho árduo de governar .Ele precisa ter paz ,se desestressar ,tenham pena .Falam muito e inconsequentemente.Já chega .Aí é melhor fazer do que falar ,vocês tem ótimos exs : o próprio pai ,o Moro ,o Mourão ,o Guedes , o do transportes (vide estradas ,muita realização ,pouca conversa ) ,tem tb o da Educação ,enfim os ministros trabalham muito ,está se vendo.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5564,Não elegemos vc para ficar atirando contra o governo,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5565,"Janaína Paschoal tem razão, os filhos do presidente tem que pensar pra falar, o pai está sofrendo por causa dos filhos! Põe uma trava na língua!",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5566,Por que você não pede consultoria pra ela te ensinar a fazer política?,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5567,O povo não é mais burro. Você não está ouvindo seus eleitores.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5568,que falou demais? verdades,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5569,Por que você e a Janaína se calaram quando escutam o Lindbergh farias fazendo menção a desordem civil e quando a Gleisi fala que pessoas serão mortas ao tentarem prender o Lula?,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5570,Concordo em grau gênero e número.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5571,"👏🏾👏🏾👏🏾👏🏾parabéns Janaína, Vms pedir ao Presidente para calar os filhos, e deixar ele trabalhar,",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5572,É melhor um filho falando o que pensa. Do que um filho ficando rico caladinho.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5573,"Vocês estão fazendo tempestade em copo de água. Vc postando isto, também está dando munição para oposição. Pensa bem 🤔",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5574,"E vocês dando munição pra esquerda, ou será que sempre foram e se camuflaram na época da eleição, vestindo a camisa Bolsonaro ?? A inveja mata!",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5575,Por isso que Lula e Dilma não tinham familiares na política.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5576,A solução é mandar essas crianças para Disney !,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5577,"Joice concordo com vc, o presidente fica desacreditado com os comentários dos filhos, é uma pena.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5578,"Acham q a gente é besta!Se vissem o vídeo todo, não ficariam distorcendo a fala do @bolsonarosp sempre distorcem ou descontextualizam",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5579,Palavras firmes e sensatas enquanto você concorda com ela. Depois diz que está fora da realidade. Igual com o Olavo de Carvalho.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5580,Pena que vc foi pro lado errado,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5581,Estes filhos do Bolsonaro podiam ficar quietos ne? Ajudaria muito!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5582,Falou só a verdade,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5583,Última eleição votei nas duas nas próximas não votarei em nenhuma das duas taokey.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5584,"Que fim político triste o seu Joice, não vou deixar de te seguir para ver o que vai dar, a cada dia vc se supera",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5585,Joyce dá uma força para o Brasil p**** tu tá fodas,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5586,O mineiro fala um dito popular muito bem aplicado aos filhos do Presidente: Quem fala demais da bom dia a cavalo!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5587,"Esquece o filho do presidente um pouco Joice 🙏🏼 Faz seu trabalho de deputada, que foi pra isso que votei em vc",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5588,"Eu Votei em Bolsonaro e não no filho dele, Bolsonaro foi o único que deu a cara pra bater. Vi vc a um ano atrás comprando briga a qualquer custo pelo Bolsonaro. Até acho que vc ganharia a eleição mas não fácil como foi usando o nome dele. Só quero lhe perguntar uma coisa, Bolsonaro agora então não presta? Então quer dizer que daqui um ano vc pode mudar de ideia e dizer que vc estava errada de novo? Não estou entendendo o seu novo método e queria saber. Não só vc mas vários que a um ano atrás falava 10 palavras e 8 era Bolsonaro.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5589,Meu Deus que perseguição é essa aos filhos do Presidente hein !!!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5590,Exatamente . Está na hora de parar de falar besteira e de prejudicar a imagem do pai!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5591,Amor platônico só pode aff.. Não fala mais de outra coisa..,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5592,"Tudo é uma questão de interpretação, nesse caso quem interpretou a fala tem interesse em denegrir a família Bolsonaro. E qualquer coisa que ele fale, vão sempre distorcer, porque são contra o governo. Não querem entender isso? Digo mais, muitos (as), se elegeram pegando essa carona, agora... quero só vê se muitos vão conseguir se reeleger. Duvido. Falei!",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5593,"Verdade, Janaína. Belo embaixador nós íamos ter",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5594,Mas já se retratou e coloca o pai em enrascada,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5595,"Ele nao viveu o,AI-5...",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5596,👏👏👏👏👏👏👏👏❤️ Sensatez! Essa é a palavra de ordem!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5597,"Sou bolsonarista até debaixo d’água, vou votar nele novamente se for candidato à reeleição, mas os filhos do presidente precisam realmente colocar filtro na boca. Isso demonstra um pouco de imaturidade política dos mesmos. Mas vamos lá. BOLSONARO 2022 com certeza. 👍👍👍👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5598,"Achei desnecessário a fala dele, esse tipo fala so prejudica o nosso presidente. Muito cuidado no que falar",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5599,Existem os ingênuos e os canalhas... Janaína é ingênua!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5600,E vc fomenta isso tudo é deve dar risada não???🤬,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5601,É isso! Mas eles acham q é perseguição pessoal,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5602,Correta afirmação! Estao areimando argumentos e justificativas para os contrarios usarem de artificio para derruba los,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5603,Ela tem toda razão! Pense antes de falar! 👊,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5604,Em boca fechada não entra mosca nem sai asneira.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5605,Poderia falar um.pouco menos !!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5606,Os filhos tem que deixar o pai trabalhar em paz. Será que dá pra ficar calados. É deixar o barco andar sem a interferência deles. Pelo o amor de Deus. Deixa o homem trabalhar.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5607,É bom ter inimigos por perto para entender suas estratégias e Combater de modos eficaz...,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5608,"Deixando de seguir, pq @joicehasselmannoficial so perde tempo implicando com os bolsonaros...3...2..1...fui!",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5609,SE.VC.FAZER UMA PESQUISA. VC VAI VERBQIE MUITOS CONCORDAM. NAO DA MAIS ESSE STF ESSA ESQUERDA,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5610,Absolutamente certo É dar fogo para o inimigo,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5611,Os filhos do Bolsanario não merece este pai,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5612,"Oque fortalece a esquerda não são falas, falar até papagaio fala, oque fortalece o lado opositor são os motins.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5613,Js estou falando a mesma coisa👏👏,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5614,Falar a verdade provoca nos isentões é deixa a esquerda louca. A munição é dada somente para a bolha que a todo custo que a derrubada do governo,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5615,"Exatamente , é o que acho.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5616,Não acho não só enche de orgulho cada cidadão brasileiro ao ver um filho defender arduamente o seu pai.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5617,Até os de direita acham! Pq não é preciso ser de esquerda ou de direita para identificarnos falas que são posições claras de afronta à democracia!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5618,Já começou atacar???,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5619,Eita ganhado o público né 😎😎😎😎,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5620,Vdd. Não ajuda em nada.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5621,"@bolsonarosp por favor vamos evitar polêmica é tudo que a esquerda quer, combustível p provocar incêndio..🤔",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5622,"Para Joice, tenho certeza que você entendeu a fala dele.....",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5623,"Eu não sei muito bem como foi esse tal de AI-5, mas vc não acha que teriam que medidas extremas se um grupo começasse a sequestrar aviões, matar autoridades como policiais?",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5624,Ninguém quer ou não tem coragem!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5625,Janaína até você ????,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5626,De pleno acordo !,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5627,Há um ditado que boca fechada não entra mosquito.,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5628,Neste caso tb concordo! Não precisa dar argumentos e munição!,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5629,"Janaína Paschoal é muito sensata👏👏👏mais @joicehasselmannoficial admiro seu trabalho e sua garra em fazer o correto, no entanto esse tomaládacá entre vc e o filho do PR tá muito feio, acredito que vc seja madura o suficiente para ignora- lo e focar na sua carreira política.",0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5630,É verdade @joicehasselmannoficial,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5631,Ao contrário de vc😂 🇧🇷👉,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
5632,Concordo...fala sem aproveitamento nada ver....controla mais cumpadre...não de motivos para imprensa e aos esquerdistas....fazer estardalhaço....,0,https://www.instagram.com/p/B4TD6fRJ9yJ/,n/a,n/a
